rxcui,NDC,startdate,enddate,class,drug
317121,12908009601,200706,201101,Calcium channel blocker,
198319,12908400002,200706,201101,Thiazide,
866427,13107006201,201107,201412,Beta_blocker,
866427,13107006201,201107,201412,Beta_blocker,
866924,13107006201,201501,201709,Beta_blocker,
866427,13107006299,201107,201412,Beta_blocker,
866427,13107006299,201107,201412,Beta_blocker,
866924,13107006299,201501,201709,Beta_blocker,
866514,13107006301,201107,201709,Beta_blocker,
866514,13107006399,201107,201709,Beta_blocker,
866511,13107006401,201107,201709,Beta_blocker,
866511,13107006499,201107,201709,Beta_blocker,
686924,13107014201,201108,201709,Beta_blocker,
686924,13107014201,201108,201709,Beta_blocker,
686924,13107014205,201108,201709,Beta_blocker,
686924,13107014205,201108,201709,Beta_blocker,
686924,13107014299,201108,201709,Beta_blocker,
686924,13107014299,201108,201709,Beta_blocker,
200031,13107014301,201108,201709,Beta_blocker,
200031,13107014305,201108,201709,Beta_blocker,
200031,13107014399,201108,201709,Beta_blocker,
200032,13107014401,201108,201709,Beta_blocker,
200032,13107014405,201108,201709,Beta_blocker,
200032,13107014499,201108,201709,Beta_blocker,
200033,13107014501,201108,201709,Beta_blocker,
200033,13107014505,201108,201709,Beta_blocker,
200033,13107014599,201108,201709,Beta_blocker,
197380,13107016801,201108,201709,Beta_blocker,
197380,13107016899,201108,201709,Beta_blocker,
197381,13107016901,201108,201709,Beta_blocker,
197381,13107016999,201108,201709,Beta_blocker,
197379,13107017001,201108,201709,Beta_blocker,
197379,13107017099,201108,201709,Beta_blocker,
200095,13411010601,200801,200901,Angiotension receptor blocker,
153666,13411010601,200706,201709,Angiotension receptor blocker,
200095,13411010603,200801,200901,Angiotension receptor blocker,
153666,13411010603,200706,201709,Angiotension receptor blocker,
200095,13411010606,200801,200901,Angiotension receptor blocker,
153666,13411010606,200706,201709,Angiotension receptor blocker,
200095,13411010609,200801,200901,Angiotension receptor blocker,
153666,13411010609,200706,201709,Angiotension receptor blocker,
200095,13411010615,200801,200901,Angiotension receptor blocker,
153666,13411010615,200706,201709,Angiotension receptor blocker,
200096,13411010701,200801,200901,Angiotension receptor blocker,
153667,13411010701,200706,201709,Angiotension receptor blocker,
200096,13411010703,200801,200901,Angiotension receptor blocker,
153667,13411010703,200706,201709,Angiotension receptor blocker,
200096,13411010706,200801,200901,Angiotension receptor blocker,
153667,13411010706,200706,201709,Angiotension receptor blocker,
200096,13411010709,200801,200901,Angiotension receptor blocker,
153667,13411010709,200706,201709,Angiotension receptor blocker,
200096,13411010715,200801,200901,Angiotension receptor blocker,
153667,13411010715,200706,201709,Angiotension receptor blocker,
349199,13411014201,200801,200901,Angiotension receptor blocker,
351761,13411014201,200706,201709,Angiotension receptor blocker,
349199,13411014202,200801,200901,Angiotension receptor blocker,
351761,13411014202,200706,201709,Angiotension receptor blocker,
349199,13411014203,200801,200901,Angiotension receptor blocker,
351761,13411014203,200706,201709,Angiotension receptor blocker,
349199,13411014206,200801,200901,Angiotension receptor blocker,
351761,13411014206,200706,201709,Angiotension receptor blocker,
349199,13411014209,200801,200901,Angiotension receptor blocker,
351761,13411014209,200706,201709,Angiotension receptor blocker,
349201,13411014301,200801,200901,Angiotension receptor blocker,
351762,13411014301,200706,201709,Angiotension receptor blocker,
349201,13411014302,200801,200901,Angiotension receptor blocker,
351762,13411014302,200706,201709,Angiotension receptor blocker,
349201,13411014303,200801,200901,Angiotension receptor blocker,
351762,13411014303,200706,201709,Angiotension receptor blocker,
349201,13411014306,200801,200901,Angiotension receptor blocker,
351762,13411014306,200706,201709,Angiotension receptor blocker,
349201,13411014309,200801,200901,Angiotension receptor blocker,
351762,13411014309,200706,201709,Angiotension receptor blocker,
200284,13411014401,200801,200901,Angiotension receptor blocker,
200284,13411014401,200801,200901,Thiazide,
809014,13411014401,200811,201709,Angiotension receptor blocker,
809014,13411014401,200811,201709,Thiazide,
200284,13411014402,200801,200901,Angiotension receptor blocker,
200284,13411014402,200801,200901,Thiazide,
809014,13411014402,200811,201709,Angiotension receptor blocker,
809014,13411014402,200811,201709,Thiazide,
200284,13411014403,200801,200901,Angiotension receptor blocker,
200284,13411014403,200801,200901,Thiazide,
809014,13411014403,200811,201709,Angiotension receptor blocker,
809014,13411014403,200811,201709,Thiazide,
200284,13411014406,200801,200901,Angiotension receptor blocker,
200284,13411014406,200801,200901,Thiazide,
809014,13411014406,200811,201709,Angiotension receptor blocker,
809014,13411014406,200811,201709,Thiazide,
200284,13411014409,200801,200901,Angiotension receptor blocker,
200284,13411014409,200801,200901,Thiazide,
809014,13411014409,200811,201709,Angiotension receptor blocker,
809014,13411014409,200811,201709,Thiazide,
200285,13411014501,200801,200901,Angiotension receptor blocker,
200285,13411014501,200801,200901,Thiazide,
809018,13411014501,200811,201709,Angiotension receptor blocker,
809018,13411014501,200811,201709,Thiazide,
200285,13411014502,200801,200901,Angiotension receptor blocker,
200285,13411014502,200801,200901,Thiazide,
809018,13411014502,200811,201709,Angiotension receptor blocker,
809018,13411014502,200811,201709,Thiazide,
200285,13411014503,200801,200901,Angiotension receptor blocker,
200285,13411014503,200801,200901,Thiazide,
809018,13411014503,200811,201709,Angiotension receptor blocker,
809018,13411014503,200811,201709,Thiazide,
200285,13411014506,200801,200901,Angiotension receptor blocker,
200285,13411014506,200801,200901,Thiazide,
809018,13411014506,200811,201709,Angiotension receptor blocker,
809018,13411014506,200811,201709,Thiazide,
200285,13411014509,200801,200901,Angiotension receptor blocker,
200285,13411014509,200801,200901,Thiazide,
809018,13411014509,200811,201709,Angiotension receptor blocker,
809018,13411014509,200811,201709,Thiazide,
197361,13411014801,200801,200901,Calcium channel blocker,
212549,13411014801,200706,201709,Calcium channel blocker,
197361,13411014803,200801,200901,Calcium channel blocker,
212549,13411014803,200706,201709,Calcium channel blocker,
197361,13411014806,200801,200901,Calcium channel blocker,
212549,13411014806,200706,201709,Calcium channel blocker,
197361,13411014809,200801,200901,Calcium channel blocker,
212549,13411014809,200706,201709,Calcium channel blocker,
197361,13411014810,200801,200901,Calcium channel blocker,
212549,13411014810,200706,201709,Calcium channel blocker,
349353,13411015601,200801,200901,Angiotension receptor blocker,
349353,13411015601,200801,200901,Thiazide,
809022,13411015601,200811,201709,Angiotension receptor blocker,
809022,13411015601,200811,201709,Thiazide,
349353,13411015602,200801,200901,Angiotension receptor blocker,
349353,13411015602,200801,200901,Thiazide,
809022,13411015602,200811,201709,Angiotension receptor blocker,
809022,13411015602,200811,201709,Thiazide,
349353,13411015603,200801,200901,Angiotension receptor blocker,
349353,13411015603,200801,200901,Thiazide,
809022,13411015603,200811,201709,Angiotension receptor blocker,
809022,13411015603,200811,201709,Thiazide,
349353,13411015606,200801,200901,Angiotension receptor blocker,
349353,13411015606,200801,200901,Thiazide,
809022,13411015606,200811,201709,Angiotension receptor blocker,
809022,13411015606,200811,201709,Thiazide,
349353,13411015609,200801,200901,Angiotension receptor blocker,
349353,13411015609,200801,200901,Thiazide,
809022,13411015609,200811,201709,Angiotension receptor blocker,
809022,13411015609,200811,201709,Thiazide,
308136,13411015701,200801,200901,Calcium channel blocker,
212542,13411015701,200706,201709,Calcium channel blocker,
308136,13411015703,200801,200901,Calcium channel blocker,
212542,13411015703,200706,201709,Calcium channel blocker,
308136,13411015706,200801,200901,Calcium channel blocker,
212542,13411015706,200706,201709,Calcium channel blocker,
308136,13411015709,200801,200901,Calcium channel blocker,
212542,13411015709,200706,201709,Calcium channel blocker,
308136,13411015710,200801,200901,Calcium channel blocker,
212542,13411015710,200706,201709,Calcium channel blocker,
308135,13411015801,200801,200901,Calcium channel blocker,
212575,13411015801,200706,201709,Calcium channel blocker,
308135,13411015803,200801,200901,Calcium channel blocker,
212575,13411015803,200706,201709,Calcium channel blocker,
308135,13411015806,200801,200901,Calcium channel blocker,
212575,13411015806,200706,201709,Calcium channel blocker,
308135,13411015809,200801,200901,Calcium channel blocker,
212575,13411015809,200706,201709,Calcium channel blocker,
308135,13411015810,200801,200901,Calcium channel blocker,
212575,13411015810,200706,201709,Calcium channel blocker,
197381,13411016901,200706,201709,Beta_blocker,
197381,13411016903,200706,201709,Beta_blocker,
197381,13411016906,200706,201709,Beta_blocker,
197381,13411016909,200706,201709,Beta_blocker,
197381,13411016910,200706,201709,Beta_blocker,
197379,13411017601,200706,201709,Beta_blocker,
197379,13411017603,200706,201709,Beta_blocker,
197379,13411017606,200706,201709,Beta_blocker,
197379,13411017609,200706,201709,Beta_blocker,
197379,13411017610,200706,201709,Beta_blocker,
308964,13411018402,200706,201709,ACE inhibitor,
308964,13411018403,200706,201709,ACE inhibitor,
308964,13411018406,200706,201709,ACE inhibitor,
308964,13411018409,200706,201709,ACE inhibitor,
308964,13411018410,200706,201709,ACE inhibitor,
858813,13411018803,200910,201206,ACE inhibitor,
858813,13411018810,200910,201206,ACE inhibitor,
858817,13411018903,200910,201206,ACE inhibitor,
858817,13411018910,200910,201206,ACE inhibitor,
858810,13411019003,200910,201206,ACE inhibitor,
858810,13411019010,200910,201206,ACE inhibitor,
866514,13411021402,200911,201206,Beta_blocker,
866514,13411021403,200911,201206,Beta_blocker,
866514,13411021406,200911,201206,Beta_blocker,
866514,13411021409,200911,201206,Beta_blocker,
866514,13411021410,200911,201206,Beta_blocker,
317173,13411023102,200706,201206,ACE inhibitor,
317173,13411023103,200706,201206,ACE inhibitor,
317173,13411023106,200706,201206,ACE inhibitor,
317173,13411023109,200706,201206,ACE inhibitor,
317173,13411023110,200706,201206,ACE inhibitor,
308962,13411023302,200706,201206,ACE inhibitor,
308962,13411023303,200706,201206,ACE inhibitor,
308962,13411023306,200706,201206,ACE inhibitor,
308962,13411023309,200706,201206,ACE inhibitor,
308962,13411023310,200706,201206,ACE inhibitor,
197380,13411027603,200708,201206,Beta_blocker,
197382,13411029003,200706,201206,Beta_blocker,
197382,13411029003,200706,201206,Thiazide,
898687,13411029303,201003,201206,ACE inhibitor,
898690,13411029403,201003,201206,ACE inhibitor,
898719,13411029503,201003,201206,ACE inhibitor,
898723,13411029603,201003,201206,ACE inhibitor,
854908,13411030203,200908,201206,Beta_blocker,
854908,13411030203,200908,201206,Thiazide,
854919,13411030303,200908,201206,Beta_blocker,
854919,13411030303,200908,201206,Thiazide,
884173,13411031703,201001,201206,Other antihypertensive,
884185,13411031803,201001,201206,Other antihypertensive,
831102,13411032606,200902,201206,Calcium channel blocker,
831054,13411032703,200902,201206,Calcium channel blocker,
833217,13411032806,200903,201206,Calcium channel blocker,
831103,13411032906,200902,201206,Calcium channel blocker,
858804,13411033403,200910,201206,ACE inhibitor,
310429,13411034203,200706,201206,Other Diuretics,
310429,13411034210,200706,201206,Other Diuretics,
313988,13411034303,200706,201206,Other Diuretics,
313988,13411034310,200706,201206,Other Diuretics,
197732,13411034403,200706,201206,Other Diuretics,
199903,13411035503,200708,201206,Thiazide,
310798,13411035603,200708,201206,Thiazide,
197770,13411035703,200708,201206,Thiazide,
197815,13411036103,200708,201206,Thiazide,
197816,13411036203,200708,201206,Thiazide,
314076,13411037703,200708,201206,ACE inhibitor,
311353,13411037803,200708,201206,ACE inhibitor,
314077,13411037903,200708,201206,ACE inhibitor,
311354,13411038003,200708,201206,ACE inhibitor,
197885,13411038103,200708,201206,ACE inhibitor,
197885,13411038103,200708,201206,Thiazide,
197886,13411038203,200708,201206,ACE inhibitor,
197886,13411038203,200708,201206,Thiazide,
197956,13411039306,200708,201206,Other antihypertensive,
197958,13411039403,200708,201206,Other antihypertensive,
866511,13411039806,200911,201206,Beta_blocker,
260376,13411042403,200708,201206,Other antihypertensive,
313215,13411042503,200708,201206,Other antihypertensive,
313217,13411042603,200708,201206,Other antihypertensive,
313219,13411042703,200802,201206,Other antihypertensive,
198316,13411043403,200708,201206,Other Diuretics,
198316,13411043403,200708,201206,Thiazide,
310818,13411043503,200708,201206,Other Diuretics,
310818,13411043503,200708,201206,Thiazide,
310812,13411043603,200708,201206,Other Diuretics,
310812,13411043603,200708,201206,Thiazide,
977883,13411044003,201006,201206,Other Diuretics,
977883,13411044003,201006,201206,Thiazide,
197383,13411044503,200708,201206,Beta_blocker,
197383,13411044503,200708,201206,Thiazide,
197499,13411045403,200708,201206,Thiazide,
197500,13411045503,200708,201206,Thiazide,
858824,13411046203,200910,201206,ACE inhibitor,
858824,13411046203,200910,201206,Thiazide,
197745,13411047803,200708,201206,Other antihypertensive,
197887,13411049303,200708,201206,ACE inhibitor,
197887,13411049303,200708,201206,Thiazide,
866924,13411049906,200911,201206,Beta_blocker,
198104,13411051503,200708,201206,Beta_blocker,
198105,13411051603,200708,201206,Beta_blocker,
312593,13411051903,200708,201206,Other antihypertensive,
312594,13411052003,200708,201206,Other antihypertensive,
198141,13411052103,200708,201206,Other antihypertensive,
856448,13411052306,200908,201206,Beta_blocker,
856457,13411052406,200908,201206,Beta_blocker,
856519,13411052506,200908,201206,Beta_blocker,
856578,13411052606,200910,201206,Beta_blocker,
904601,13411053003,201004,201206,Beta_blocker,
313096,13411053103,200708,201206,Aldosterone blocker,
897666,13411053903,201003,201206,Calcium channel blocker,
897683,13411054003,201003,201206,Calcium channel blocker,
308963,13411054906,200708,201206,ACE inhibitor,
854916,13411059103,200908,201206,Beta_blocker,
854916,13411059103,200908,201206,Thiazide,
901435,13551020101,201003,201509,Calcium channel blocker,
897693,13551020101,201510,201709,Calcium channel blocker,
901435,13551020114,201003,201212,Calcium channel blocker,
897700,13551030101,201003,201709,Calcium channel blocker,
897700,13551030114,201003,201212,Calcium channel blocker,
897714,13551040101,201003,201709,Calcium channel blocker,
897714,13551040105,201003,201709,Calcium channel blocker,
897714,13551040114,201003,201212,Calcium channel blocker,
897714,13551040154,201003,201212,Calcium channel blocker,
308136,13668002201,200811,201709,Calcium channel blocker,
308136,13668002203,200811,201709,Calcium channel blocker,
308136,13668002205,200811,201709,Calcium channel blocker,
308136,13668002210,200811,201709,Calcium channel blocker,
308136,13668002230,200811,201709,Calcium channel blocker,
308136,13668002274,200811,201709,Calcium channel blocker,
308136,13668002290,200811,201709,Calcium channel blocker,
197361,13668002301,200811,201709,Calcium channel blocker,
197361,13668002303,200811,201709,Calcium channel blocker,
197361,13668002305,200811,201709,Calcium channel blocker,
197361,13668002310,200811,201709,Calcium channel blocker,
197361,13668002330,200811,201709,Calcium channel blocker,
197361,13668002348,201002,201709,Calcium channel blocker,
197361,13668002374,200811,201709,Calcium channel blocker,
197361,13668002390,200811,201709,Calcium channel blocker,
308135,13668002401,200811,201709,Calcium channel blocker,
308135,13668002403,200811,201709,Calcium channel blocker,
308135,13668002405,200811,201709,Calcium channel blocker,
308135,13668002410,200811,201709,Calcium channel blocker,
308135,13668002420,201002,201709,Calcium channel blocker,
308135,13668002430,200811,201709,Calcium channel blocker,
308135,13668002474,200811,201709,Calcium channel blocker,
308135,13668002490,200811,201709,Calcium channel blocker,
349483,13668006705,201502,201709,Angiotension receptor blocker,
349483,13668006730,201502,201709,Angiotension receptor blocker,
349483,13668006774,201502,201709,Angiotension receptor blocker,
349483,13668006790,201502,201709,Angiotension receptor blocker,
349199,13668006805,201502,201709,Angiotension receptor blocker,
349199,13668006830,201502,201709,Angiotension receptor blocker,
349199,13668006874,201502,201709,Angiotension receptor blocker,
349199,13668006890,201502,201709,Angiotension receptor blocker,
349201,13668006905,201502,201709,Angiotension receptor blocker,
349201,13668006930,201502,201709,Angiotension receptor blocker,
349201,13668006974,201502,201709,Angiotension receptor blocker,
349201,13668006990,201502,201709,Angiotension receptor blocker,
349200,13668007005,201502,201709,Angiotension receptor blocker,
349200,13668007023,201502,201709,Angiotension receptor blocker,
349200,13668007030,201502,201709,Angiotension receptor blocker,
349200,13668007074,201502,201709,Angiotension receptor blocker,
349200,13668007090,201502,201709,Angiotension receptor blocker,
979485,13668011310,201011,201709,Angiotension receptor blocker,
979485,13668011374,201011,201709,Angiotension receptor blocker,
979485,13668011390,201011,201709,Angiotension receptor blocker,
979492,13668011410,201011,201607,Angiotension receptor blocker,
979492,13668011430,201011,201605,Angiotension receptor blocker,
979492,13668011474,201011,201212,Angiotension receptor blocker,
979492,13668011490,201011,201607,Angiotension receptor blocker,
979480,13668011510,201011,201709,Angiotension receptor blocker,
979480,13668011530,201011,201709,Angiotension receptor blocker,
979480,13668011574,201011,201709,Angiotension receptor blocker,
979480,13668011590,201011,201709,Angiotension receptor blocker,
979468,13668011610,201010,201709,Angiotension receptor blocker,
979468,13668011610,201010,201709,Thiazide,
979468,13668011630,201010,201709,Angiotension receptor blocker,
979468,13668011630,201010,201709,Thiazide,
979468,13668011674,201011,201709,Angiotension receptor blocker,
979468,13668011674,201011,201709,Thiazide,
979468,13668011690,201010,201709,Angiotension receptor blocker,
979468,13668011690,201010,201709,Thiazide,
979464,13668011710,201006,201709,Angiotension receptor blocker,
979464,13668011710,201006,201709,Thiazide,
979464,13668011730,201006,201709,Angiotension receptor blocker,
979464,13668011730,201006,201709,Thiazide,
979464,13668011774,201006,201709,Angiotension receptor blocker,
979464,13668011774,201006,201709,Thiazide,
979464,13668011790,201006,201709,Angiotension receptor blocker,
979464,13668011790,201006,201709,Thiazide,
979471,13668011810,201010,201709,Angiotension receptor blocker,
979471,13668011810,201010,201709,Thiazide,
979471,13668011830,201010,201709,Angiotension receptor blocker,
979471,13668011830,201010,201709,Thiazide,
979471,13668011874,201011,201709,Angiotension receptor blocker,
979471,13668011874,201011,201709,Thiazide,
979471,13668011890,201010,201709,Angiotension receptor blocker,
979471,13668011890,201010,201709,Thiazide,
402698,13668013201,201201,201709,Calcium channel blocker,
402698,13668013201,201201,201709,Calcium channel blocker,
402698,13668013205,201201,201709,Calcium channel blocker,
402698,13668013205,201201,201709,Calcium channel blocker,
402698,13668013210,201201,201709,Calcium channel blocker,
402698,13668013210,201201,201709,Calcium channel blocker,
402698,13668013230,201201,201709,Calcium channel blocker,
402698,13668013230,201201,201709,Calcium channel blocker,
402698,13668013274,201201,201709,Calcium channel blocker,
402698,13668013274,201201,201709,Calcium channel blocker,
402698,13668013290,201201,201709,Calcium channel blocker,
402698,13668013290,201201,201709,Calcium channel blocker,
402696,13668013301,201201,201709,Calcium channel blocker,
402696,13668013301,201201,201709,Calcium channel blocker,
402696,13668013305,201201,201709,Calcium channel blocker,
402696,13668013305,201201,201709,Calcium channel blocker,
402696,13668013310,201201,201709,Calcium channel blocker,
402696,13668013310,201201,201709,Calcium channel blocker,
402696,13668013330,201201,201709,Calcium channel blocker,
402696,13668013330,201201,201709,Calcium channel blocker,
402696,13668013374,201201,201709,Calcium channel blocker,
402696,13668013374,201201,201709,Calcium channel blocker,
402696,13668013390,201201,201709,Calcium channel blocker,
402696,13668013390,201201,201709,Calcium channel blocker,
402695,13668013401,201201,201709,Calcium channel blocker,
402695,13668013401,201201,201709,Calcium channel blocker,
402695,13668013405,201201,201709,Calcium channel blocker,
402695,13668013405,201201,201709,Calcium channel blocker,
402695,13668013410,201201,201709,Calcium channel blocker,
402695,13668013410,201201,201709,Calcium channel blocker,
402695,13668013430,201201,201709,Calcium channel blocker,
402695,13668013430,201201,201709,Calcium channel blocker,
402695,13668013474,201201,201709,Calcium channel blocker,
402695,13668013474,201201,201709,Calcium channel blocker,
402695,13668013490,201201,201709,Calcium channel blocker,
402695,13668013490,201201,201709,Calcium channel blocker,
282755,13668015601,201409,201709,Angiotension receptor blocker,
282755,13668015630,201408,201709,Angiotension receptor blocker,
282755,13668015636,201506,201709,Angiotension receptor blocker,
282755,13668015672,201504,201709,Angiotension receptor blocker,
282755,13668015674,201409,201709,Angiotension receptor blocker,
205304,13668015701,201409,201709,Angiotension receptor blocker,
205304,13668015730,201408,201709,Angiotension receptor blocker,
205304,13668015736,201506,201709,Angiotension receptor blocker,
205304,13668015772,201504,201709,Angiotension receptor blocker,
205304,13668015774,201409,201709,Angiotension receptor blocker,
205305,13668015801,201409,201709,Angiotension receptor blocker,
205305,13668015830,201408,201709,Angiotension receptor blocker,
205305,13668015836,201506,201709,Angiotension receptor blocker,
205305,13668015872,201504,201709,Angiotension receptor blocker,
205305,13668015874,201409,201709,Angiotension receptor blocker,
283316,13668015901,201404,201709,Angiotension receptor blocker,
283316,13668015901,201404,201709,Thiazide,
283316,13668015930,201404,201709,Angiotension receptor blocker,
283316,13668015930,201404,201709,Thiazide,
283316,13668015936,201508,201709,Angiotension receptor blocker,
283316,13668015936,201508,201709,Thiazide,
283316,13668015972,201504,201709,Angiotension receptor blocker,
283316,13668015972,201504,201709,Thiazide,
283316,13668015974,201404,201709,Angiotension receptor blocker,
283316,13668015974,201404,201709,Thiazide,
283317,13668016001,201404,201709,Angiotension receptor blocker,
283317,13668016001,201404,201709,Thiazide,
283317,13668016030,201404,201709,Angiotension receptor blocker,
283317,13668016030,201404,201709,Thiazide,
283317,13668016036,201508,201709,Angiotension receptor blocker,
283317,13668016036,201508,201709,Thiazide,
283317,13668016072,201504,201709,Angiotension receptor blocker,
283317,13668016072,201504,201709,Thiazide,
283317,13668016074,201404,201709,Angiotension receptor blocker,
283317,13668016074,201404,201709,Thiazide,
477130,13668016101,201404,201709,Angiotension receptor blocker,
477130,13668016101,201404,201709,Thiazide,
477130,13668016130,201404,201709,Angiotension receptor blocker,
477130,13668016130,201404,201709,Thiazide,
477130,13668016136,201508,201709,Angiotension receptor blocker,
477130,13668016136,201508,201709,Thiazide,
477130,13668016172,201504,201709,Angiotension receptor blocker,
477130,13668016172,201504,201709,Thiazide,
477130,13668016174,201404,201709,Angiotension receptor blocker,
477130,13668016174,201404,201709,Thiazide,
722131,13668020401,201505,201709,Angiotension receptor blocker,
722131,13668020401,201505,201709,Calcium channel blocker,
722131,13668020405,201505,201709,Angiotension receptor blocker,
722131,13668020405,201505,201709,Calcium channel blocker,
722131,13668020430,201505,201709,Angiotension receptor blocker,
722131,13668020430,201505,201709,Calcium channel blocker,
722131,13668020474,201505,201709,Angiotension receptor blocker,
722131,13668020474,201505,201709,Calcium channel blocker,
722137,13668020501,201505,201709,Angiotension receptor blocker,
722137,13668020501,201505,201709,Calcium channel blocker,
722137,13668020505,201505,201709,Angiotension receptor blocker,
722137,13668020505,201505,201709,Calcium channel blocker,
722137,13668020530,201505,201709,Angiotension receptor blocker,
722137,13668020530,201505,201709,Calcium channel blocker,
722137,13668020574,201505,201709,Angiotension receptor blocker,
722137,13668020574,201505,201709,Calcium channel blocker,
722126,13668020601,201505,201709,Angiotension receptor blocker,
722126,13668020601,201505,201709,Calcium channel blocker,
722126,13668020605,201505,201709,Angiotension receptor blocker,
722126,13668020605,201505,201709,Calcium channel blocker,
722126,13668020630,201505,201709,Angiotension receptor blocker,
722126,13668020630,201505,201709,Calcium channel blocker,
722126,13668020674,201505,201709,Angiotension receptor blocker,
722126,13668020674,201505,201709,Calcium channel blocker,
722134,13668020701,201505,201709,Angiotension receptor blocker,
722134,13668020701,201505,201709,Calcium channel blocker,
722134,13668020705,201505,201709,Angiotension receptor blocker,
722134,13668020705,201505,201709,Calcium channel blocker,
722134,13668020730,201505,201709,Angiotension receptor blocker,
722134,13668020730,201505,201709,Calcium channel blocker,
722134,13668020774,201505,201709,Angiotension receptor blocker,
722134,13668020774,201505,201709,Calcium channel blocker,
349373,13668024805,201706,201709,Angiotension receptor blocker,
349373,13668024830,201706,201709,Angiotension receptor blocker,
349373,13668024874,201706,201709,Angiotension receptor blocker,
349373,13668024890,201706,201709,Angiotension receptor blocker,
349401,13668024905,201706,201709,Angiotension receptor blocker,
349401,13668024930,201706,201709,Angiotension receptor blocker,
349401,13668024974,201706,201709,Angiotension receptor blocker,
349401,13668024990,201706,201709,Angiotension receptor blocker,
349405,13668025005,201706,201709,Angiotension receptor blocker,
349405,13668025030,201706,201709,Angiotension receptor blocker,
349405,13668025074,201706,201709,Angiotension receptor blocker,
349405,13668025090,201706,201709,Angiotension receptor blocker,
403853,13668025101,201706,201709,Angiotension receptor blocker,
403853,13668025101,201706,201709,Thiazide,
403853,13668025130,201706,201709,Angiotension receptor blocker,
403853,13668025130,201706,201709,Thiazide,
403853,13668025174,201706,201709,Angiotension receptor blocker,
403853,13668025174,201706,201709,Thiazide,
403853,13668025190,201706,201709,Angiotension receptor blocker,
403853,13668025190,201706,201709,Thiazide,
403854,13668025201,201706,201709,Angiotension receptor blocker,
403854,13668025201,201706,201709,Thiazide,
403854,13668025230,201706,201709,Angiotension receptor blocker,
403854,13668025230,201706,201709,Thiazide,
403854,13668025274,201706,201709,Angiotension receptor blocker,
403854,13668025274,201706,201709,Thiazide,
403854,13668025290,201706,201709,Angiotension receptor blocker,
403854,13668025290,201706,201709,Thiazide,
403855,13668025301,201706,201709,Angiotension receptor blocker,
403855,13668025301,201706,201709,Thiazide,
403855,13668025330,201706,201709,Angiotension receptor blocker,
403855,13668025330,201706,201709,Thiazide,
403855,13668025374,201706,201709,Angiotension receptor blocker,
403855,13668025374,201706,201709,Thiazide,
403855,13668025390,201706,201709,Angiotension receptor blocker,
403855,13668025390,201706,201709,Thiazide,
730866,13668031105,201704,201709,Angiotension receptor blocker,
730866,13668031105,201704,201709,Calcium channel blocker,
730866,13668031110,201704,201709,Angiotension receptor blocker,
730866,13668031110,201704,201709,Calcium channel blocker,
730866,13668031130,201704,201709,Angiotension receptor blocker,
730866,13668031130,201704,201709,Calcium channel blocker,
730866,13668031174,201704,201709,Angiotension receptor blocker,
730866,13668031174,201704,201709,Calcium channel blocker,
730866,13668031190,201704,201709,Angiotension receptor blocker,
730866,13668031190,201704,201709,Calcium channel blocker,
730861,13668031205,201704,201709,Angiotension receptor blocker,
730861,13668031205,201704,201709,Calcium channel blocker,
730861,13668031210,201704,201709,Angiotension receptor blocker,
730861,13668031210,201704,201709,Calcium channel blocker,
730861,13668031230,201704,201709,Angiotension receptor blocker,
730861,13668031230,201704,201709,Calcium channel blocker,
730861,13668031274,201704,201709,Angiotension receptor blocker,
730861,13668031274,201704,201709,Calcium channel blocker,
730861,13668031290,201704,201709,Angiotension receptor blocker,
730861,13668031290,201704,201709,Calcium channel blocker,
730872,13668031305,201704,201709,Angiotension receptor blocker,
730872,13668031305,201704,201709,Calcium channel blocker,
730872,13668031310,201704,201709,Angiotension receptor blocker,
730872,13668031310,201704,201709,Calcium channel blocker,
730872,13668031330,201704,201709,Angiotension receptor blocker,
730872,13668031330,201704,201709,Calcium channel blocker,
730872,13668031374,201704,201709,Angiotension receptor blocker,
730872,13668031374,201704,201709,Calcium channel blocker,
730872,13668031390,201704,201709,Angiotension receptor blocker,
730872,13668031390,201704,201709,Calcium channel blocker,
730869,13668032405,201704,201709,Angiotension receptor blocker,
730869,13668032405,201704,201709,Calcium channel blocker,
730869,13668032410,201704,201709,Angiotension receptor blocker,
730869,13668032410,201704,201709,Calcium channel blocker,
730869,13668032430,201704,201709,Angiotension receptor blocker,
730869,13668032430,201704,201709,Calcium channel blocker,
730869,13668032474,201704,201709,Angiotension receptor blocker,
730869,13668032474,201704,201709,Calcium channel blocker,
730869,13668032490,201704,201709,Angiotension receptor blocker,
730869,13668032490,201704,201709,Calcium channel blocker,
848135,13668032501,201507,201709,Angiotension receptor blocker,
848135,13668032501,201507,201709,Thiazide,
848135,13668032501,201507,201709,Calcium channel blocker,
848135,13668032505,201507,201709,Angiotension receptor blocker,
848135,13668032505,201507,201709,Thiazide,
848135,13668032505,201507,201709,Calcium channel blocker,
848135,13668032530,201507,201709,Angiotension receptor blocker,
848135,13668032530,201507,201709,Thiazide,
848135,13668032530,201507,201709,Calcium channel blocker,
848135,13668032574,201507,201709,Angiotension receptor blocker,
848135,13668032574,201507,201709,Thiazide,
848135,13668032574,201507,201709,Calcium channel blocker,
848140,13668032601,201507,201709,Angiotension receptor blocker,
848140,13668032601,201507,201709,Thiazide,
848140,13668032601,201507,201709,Calcium channel blocker,
848140,13668032605,201507,201709,Angiotension receptor blocker,
